기간,자치구,동,합계,,,자영업주 및 무급가족,,상용근로자,,임시 및 일용근로자,,기타 종사자,
기간,자치구,동,사업체수,총종사자수,여성종사자수,소계,여성종사자수,소계,여성종사자수,소계,여성종사자수,소계,여성종사자수
2016,관악구,신원동,851,"2,453","1,383","1,017",466,917,530,390,275,129,112
2016,관악구,서림동,"1,316","3,296","1,261","1,379",402,"1,389",602,432,201,96,56
2016,관악구,신사동,"1,422","4,712","2,184","1,585",706,"1,786",885,"1,043",388,298,205
2016,관악구,신림동,"1,623","5,671","2,842","1,798",842,"2,299","1,072","1,312",729,262,199
2016,관악구,난향동,420,"1,926","1,008",444,173,"1,241",719,241,116,-,-
2016,관악구,조원동,"2,184","7,073","2,980","2,319",900,"3,583","1,450",965,511,206,119
2016,관악구,대학동,"1,701","12,609","5,611","1,752",774,"8,214","3,540","2,367","1,168",276,129
2016,관악구,은천동,"1,596","7,330","3,479","1,606",668,"3,522","1,749","1,631",582,571,480
2016,관악구,성현동,880,"2,964","1,523",877,340,"1,674",923,290,169,123,91
2016,관악구,청룡동,"1,866","11,207","4,636","1,856",818,"5,711","2,590","3,382","1,044",258,184
2016,관악구,난곡동,959,"2,411","1,230","1,074",402,"1,081",682,251,142,5,4
2016,관악구,삼성동,"1,062","2,372","1,211","1,162",469,"1,035",604,134,101,41,37
2016,관악구,미성동,"1,625","6,027","2,937","1,708",698,"2,767","1,516","1,263",579,289,144
2016,서초구,소계,"46,404","427,227","169,985","32,863","14,114","315,272","129,096","65,908","20,252","13,184","6,523"
2016,서초구,서초1동,"3,626","29,810","11,754","2,283",824,"23,697","9,682","3,528","1,085",302,163
2016,서초구,서초2동,"4,406","48,060","18,861","2,393","1,040","36,303","14,559","6,413","1,724","2,951","1,538"
2016,서초구,서초3동,"7,466","74,335","28,598","4,610","1,564","57,741","22,938","9,737","3,026","2,247","1,070"
2016,서초구,서초4동,"2,916","27,163","13,618","2,245",918,"21,283","10,755","2,869","1,531",766,414
2016,서초구,잠원동,"2,273","16,956","6,749","1,693",748,"13,433","5,099","1,460",620,370,282
2016,서초구,반포본동,677,"2,727","1,498",626,370,"1,501",695,328,240,272,193
2016,서초구,반포1동,"1,517","8,836","4,156","1,211",570,"6,034","2,957","1,327",509,264,120
2016,서초구,반포2동,452,"2,841","1,481",391,215,"1,992","1,073",446,181,12,12
2016,서초구,반포3동,922,"7,073","3,705",776,401,"4,655","2,549","1,422",620,220,135
2016,서초구,반포4동,"3,594","32,423","15,991","3,064","1,686","22,922","11,195","5,694","2,696",743,414
2016,서초구,방배본동,"1,670","10,580","4,697","1,416",664,"7,987","3,448",918,461,259,124
2016,서초구,방배1동,"1,767","14,930","6,352","1,358",626,"9,406","4,913","3,894",724,272,89
2016,서초구,방배2동,"1,957","17,422","7,749","1,563",670,"11,580","4,961","3,234","1,406","1,045",712
2016,서초구,방배3동,"1,222","13,934","4,542",863,384,"8,759","3,215","3,994",799,318,144
2016,서초구,방배4동,"2,384","14,073","6,199","1,866",779,"10,048","4,539","1,425",554,734,327
2016,서초구,양재1동,"3,631","46,647","15,690","2,398",999,"34,037","12,836","9,466","1,587",746,268
2016,서초구,양재2동,"5,257","50,006","15,658","3,479","1,393","38,372","11,975","6,569","1,818","1,586",472
2016,서초구,내곡동,667,"9,411","2,687",628,263,"5,522","1,707","3,184",671,77,46
2016,강남구,소계,"72,281","689,623","297,638","46,911","19,866","529,416","228,664","85,469","34,613","27,827","14,495"
2016,강남구,신사동,"4,503","27,741","14,505","3,364","1,487","20,080","10,701","3,386","1,840",911,477
2016,강남구,논현1동,"5,788","44,157","20,793","3,844","1,537","34,858","16,505","4,123","1,931","1,332",820
2016,강남구,논현2동,"5,656","60,642","25,142","3,344","1,366","47,582","20,149","7,705","2,515","2,011","1,112"
2016,강남구,삼성1동,"4,330","66,958","27,094","2,065",919,"59,311","23,731","4,683","1,955",899,489
2016,강남구,삼성2동,"3,734","38,887","15,257","2,219",973,"28,454","11,624","6,491","1,586","1,723","1,074"
2016,강남구,대치1동,"1,066","7,154","3,816",912,456,"4,324","2,252","1,133",722,785,386
2016,강남구,대치4동,"3,716","27,829","12,229","2,756","1,166","19,544","7,750","2,853","1,722","2,676","1,591"
2016,강남구,역삼1동,"15,079","147,157","61,519","8,214","3,298","112,813","46,561","18,369","7,706","7,761","3,954"
2016,강남구,역삼2동,"3,416","38,937","17,135","1,942",845,"31,736","14,145","3,530","1,277","1,729",868
2016,강남구,도곡1동,"1,614","17,135","6,857","1,146",478,"12,279","5,145","3,028",800,682,434
2016,강남구,도곡2동,"1,926","22,629","9,337","1,169",587,"16,953","7,050","3,848","1,528",659,172
2016,강남구,개포1동,503,"1,616",576,506,208,932,285,132,52,46,31
2016,강남구,개포4동,"2,221","12,024","4,066","1,522",525,"8,113","2,858","2,188",628,201,55
2016,강남구,일원본동,564,"8,402","5,863",536,250,"7,533","5,417",295,174,38,22
2016,강남구,일원1동,"1,870","7,340","2,951","1,859",413,"3,109","1,414","2,122",972,250,152
2016,강남구,일원2동,636,"10,125","2,763",517,230,"8,925","2,046",659,471,24,16
2016,강남구,수서동,"1,584","15,857","6,051",875,329,"10,465","3,925","4,240","1,714",277,83
2016,강남구,세곡동,950,"5,285","2,269",850,327,"3,376","1,507",547,366,512,69
2016,강남구,압구정동,"4,314","29,474","16,463","3,084","1,424","21,333","12,053","3,331","2,057","1,726",929
2016,강남구,청담동,"4,497","39,652","19,511","3,052","1,518","29,271","15,230","5,870","2,046","1,459",717
2016,강남구,대치2동,"3,468","57,241","21,415","2,315","1,150","46,417","17,069","6,418","2,175","2,091","1,021"
2016,강남구,개포2동,846,"3,381","2,026",820,380,"2,008","1,247",518,376,35,23
2016,송파구,소계,"45,555","312,661","127,082","38,668","16,332","208,191","85,027","55,829","19,676","9,973","6,047"
2016,송파구,풍납1동,770,"2,443","1,335",830,377,"1,282",717,195,109,136,132
2016,송파구,풍납2동,"1,182","15,395","9,100","1,131",488,"13,044","8,056",922,490,298,66
2016,송파구,거여1동,881,"3,041","1,444",926,362,"1,420",652,409,186,286,244
2016,송파구,거여2동,951,"4,152","1,883",931,354,"2,241",907,434,187,546,435
2016,송파구,마천1동,948,"2,165",999,980,370,911,460,206,118,68,51
2016,송파구,마천2동,"1,373","4,414","2,028","1,384",564,"2,547","1,129",437,307,46,28
2016,송파구,방이1동,"1,326","12,889","4,110","1,163",531,"6,453","2,571","4,839",701,434,307
2016,송파구,방이2동,"2,969","22,135","9,423","2,403","1,022","15,793","6,750","2,426",906,"1,513",745
2016,송파구,오륜동,516,"4,514","2,107",378,235,"3,420","1,444",647,386,69,42
2016,송파구,오금동,"2,427","16,661","6,518","2,204",861,"11,917","4,835","2,362",723,178,99
2016,송파구,송파1동,"2,487","13,710","5,174","2,161",795,"6,013","2,369","5,174","1,757",362,253
2016,송파구,송파2동,936,"6,088","2,368",888,424,"3,691","1,530","1,307",272,202,142
2016,송파구,석촌동,"2,663","13,767","5,682","2,512","1,091","8,067","3,616","2,763",681,425,294
2016,송파구,삼전동,"2,050","14,868","4,510","2,003",862,"6,731","2,573","5,676",972,458,103
2016,송파구,가락본동,"3,598","28,777","11,826","2,615","1,084","19,564","7,999","5,521","1,978","1,077",765
2016,송파구,가락1동,"2,865","10,639","3,125","1,244",481,"8,680","2,375",689,257,26,12
2016,송파구,가락2동,"1,909","10,539","4,602","1,659",738,"7,084","2,959","1,577",737,219,168
2016,송파구,문정1동,"1,381","8,917","3,535","1,184",511,"6,333","2,345","1,257",621,143,58
2016,송파구,문정2동,"3,823","24,211","7,759","2,790",853,"17,553","5,782","3,656","1,058",212,66
2016,송파구,장지동,"1,426","10,324","3,724","1,298",516,"7,973","2,734",822,365,231,109
2016,송파구,위례동,329,"2,815",890,304,150,"2,145",510,362,229,4,1
2016,송파구,잠실본동,"3,149","22,442","9,463","3,003","1,359","13,782","6,136","4,749","1,400",908,568
2016,송파구,잠실4동,503,"2,071","1,290",522,282,"1,158",735,288,191,103,82
2016,송파구,잠실6동,"2,493","39,676","15,099","1,812",714,"31,463","10,919","4,813","2,365","1,588","1,101"
2016,송파구,잠실7동,199,"1,194",656,192,110,809,466,183,79,10,1
2016,송파구,잠실2동,821,"4,616","2,461",766,414,"2,825","1,521",781,471,244,55
2016,송파구,잠실3동,"1,580","10,198","5,971","1,385",784,"5,292","2,937","3,334","2,130",187,120
2016,강동구,소계,"30,268","141,100","65,306","30,491","12,372","81,381","37,955","21,632","9,536","7,596","5,443"
2016,강동구,강일동,946,"15,030","3,611",874,308,"11,781","2,759","2,108",351,267,193
2016,강동구,상일동,"1,018","5,201","2,818","1,030",346,"3,403","1,964",557,348,211,160
2016,강동구,명일1동,"1,681","6,083","3,631","1,819",892,"2,936","1,800",911,599,417,340
2016,강동구,명일2동,"1,151","4,698","2,650","1,150",553,"2,523","1,454",662,384,363,259
2016,강동구,고덕1동,610,"1,993","1,012",614,251,"1,150",649,194,84,35,28
2016,강동구,고덕2동,"1,786","3,245",978,"1,818",260,"1,193",615,200,90,34,13
2016,강동구,암사2동,864,"5,139","2,598",886,377,"2,699","1,493","1,310",555,244,173
2016,강동구,암사3동,609,"2,009","1,091",628,257,"1,212",742,158,87,11,5
2016,강동구,천호1동,"1,529","5,643","2,953","1,591",618,"2,737","1,521","1,107",647,208,167
2016,강동구,천호3동,"1,863","7,584","3,488","1,849",789,"4,537","1,971",768,384,430,344
2016,강동구,성내1동,"2,105","18,175","7,292","1,786",679,"11,048","4,676","4,453","1,374",888,563
2016,강동구,성내2동,"1,978","7,625","4,091","2,001",859,"3,421","1,886","1,254",596,949,750
2016,강동구,성내3동,"2,461","9,455","4,531","2,535","1,131","5,389","2,632","1,272",669,259,99
2016,강동구,둔촌1동,408,"1,371",577,407,188,876,345,50,28,38,16
2016,강동구,둔촌2동,"1,637","9,468","4,636","1,583",633,"6,436","3,286","1,080",480,369,237
2016,강동구,암사1동,"1,927","5,510","2,651","2,123",864,"2,354","1,215",869,466,164,106
2016,강동구,천호2동,"3,707","14,190","7,451","3,718","1,679","7,774","4,042","1,861","1,092",837,638
2016,강동구,길동,"3,988","18,681","9,247","4,079","1,688","9,912","4,905","2,818","1,302","1,872","1,352"
2017,합계,합계,"822,863","5,119,913","2,271,763","745,952","310,131","3,495,877","1,534,779","673,387","305,775","204,697","121,078"
2017,종로구,소계,"40,490","268,702","114,602","37,971","15,601","198,146","79,791","21,623","12,413","10,962","6,797"
2017,종로구,사직동,"3,544","52,489","21,460","2,138","1,052","45,041","17,305","3,100","1,683","2,210","1,420"
2017,종로구,삼청동,753,"4,507","2,282",623,351,"3,501","1,661",339,255,44,15
2017,종로구,부암동,567,"4,147","2,010",506,248,"2,215","1,138",230,152,"1,196",472
2017,종로구,평창동,739,"3,547","1,868",643,317,"2,142","1,164",253,141,509,246
2017,종로구,무악동,531,"1,457",728,514,109,780,522,128,85,35,12
2017,종로구,교남동,347,"3,816","2,263",298,127,"3,211","1,953",260,169,47,14
2017,종로구,가회동,747,"13,681","3,456",659,366,"12,371","2,676",363,243,288,171
2017,종로구,종로1.2.3.4가동,"15,851","111,270","44,381","14,605","5,731","83,951","31,040","8,241","4,540","4,473","3,070"
2017,종로구,종로5·6가동,"7,613","23,581","9,090","7,892","3,053","13,747","5,095","1,571",815,371,127
2017,종로구,이화동,"1,289","17,511","10,383","1,058",458,"14,150","8,527","2,040","1,275",263,123
2017,종로구,창신1동,"2,302","6,734","3,480","2,613","1,001","3,125","1,936",751,410,245,133
2017,종로구,창신2동,871,"2,332","1,294","1,096",461,513,288,638,489,85,56
2017,종로구,창신3동,264,851,411,284,110,455,217,93,68,19,16
2017,종로구,숭인1동,507,"1,433",769,520,205,504,291,350,244,59,29
2017,종로구,숭인2동,"1,812","6,657","3,588","1,866",698,"3,112","1,707",861,492,818,691
2017,종로구,청운효자동,"1,016","5,891","2,748",919,490,"4,229","1,787",585,360,158,111
2017,종로구,혜화동,"1,737","8,798","4,391","1,737",824,"5,099","2,484","1,820",992,142,91
2017,중구,소계,"62,936","386,648","174,115","63,962","29,558","280,903","119,343","31,413","18,123","10,370","7,091"
2017,중구,소공동,"3,918","59,386","25,746","2,341","1,095","51,560","21,301","3,873","2,269","1,612","1,081"
2017,중구,회현동,"9,425","48,533","22,303","10,135","5,996","35,310","14,144","1,733","1,071","1,355","1,092"
2017,중구,명동,"6,770","107,800","48,897","4,306","1,839","92,357","39,801","7,817","4,768","3,320","2,489"
2017,중구,필동,"3,075","23,521","9,916","2,518",828,"17,795","7,379","3,165","1,678",43,31
2017,중구,장충동,855,"9,592","3,874",628,258,"7,997","3,210",926,380,41,26
2017,중구,광희동,"9,253","39,108","17,885","9,800","4,186","23,057","9,957","5,166","3,182","1,085",560
2017,중구,을지로동,"9,453","32,444","11,442","10,231","3,046","18,540","6,697","2,569",904,"1,104",795
2017,중구,신당5동,"1,305","4,064","2,195","1,524",646,"1,515",858,554,350,471,341
2017,중구,황학동,"1,867","5,696","2,437","2,180",875,"2,961","1,251",535,299,20,12
2017,중구,중림동,982,"6,948","3,339",926,398,"5,069","2,456",360,224,593,261
2017,중구,신당동,"12,073","29,305","16,799","15,573","8,819","10,934","6,068","2,535","1,837",263,75
2017,중구,다산동,"1,396","9,014","3,866","1,207",466,"6,896","2,869",781,430,130,101
2017,중구,약수동,841,"3,624","1,940",808,376,"2,437","1,316",311,200,68,48
2017,중구,청구동,785,"4,116","1,638",743,284,"2,538",969,688,294,147,91
2017,중구,동화동,938,"3,497","1,838","1,042",446,"1,937","1,067",400,237,118,88
2017,용산구,소계,"20,806","133,260","59,602","17,631","7,420","97,480","42,216","14,481","7,914","3,668","2,052"
2017,용산구,후암동,859,"5,156","2,917",843,359,"4,054","2,384",252,168,7,6
2017,용산구,용산2가동,557,"1,899",929,552,216,966,473,381,240,-,-
2017,용산구,남영동,"1,714","17,940","8,503","1,347",618,"13,017","5,845","1,617",921,"1,959","1,119"
2017,용산구,원효로2동,"1,010","5,783","2,263",754,265,"4,266","1,544",638,437,125,17
2017,용산구,효창동,462,"2,249",954,369,150,"1,373",682,484,105,23,17
2017,용산구,용문동,660,"1,783",880,707,339,975,490,99,51,2,-
2017,용산구,이촌1동,813,"3,701","2,152",750,414,"2,382","1,362",514,338,55,38
2017,용산구,이촌2동,350,827,289,344,112,403,138,74,34,6,5
2017,용산구,이태원1동,"1,652","7,557","3,285","1,521",706,"4,251","1,701","1,765",873,20,5
2017,용산구,이태원2동,752,"3,241","1,369",688,275,"2,112",915,418,164,23,15
2017,용산구,서빙고동,385,"4,555","1,755",300,121,"3,379","1,349",727,225,149,60
2017,용산구,보광동,844,"1,925",922,893,406,831,396,150,84,51,36
2017,용산구,청파동,"1,881","9,383","5,003","2,044",914,"5,109","2,592","1,892","1,297",338,200
2017,용산구,원효로1동,"1,815","9,716","3,956","1,453",586,"7,409","2,943",709,384,145,43
2017,용산구,한강로동,"4,972","40,821","16,356","3,470","1,202","33,972","13,160","3,038","1,812",341,182
2017,용산구,한남동,"2,080","16,724","8,069","1,596",737,"12,981","6,242","1,723",781,424,309
2017,성동구,소계,"27,278","167,308","68,811","23,802","9,213","121,195","48,517","16,185","8,278","6,126","2,803"
2017,성동구,왕십리2동,803,"2,718","1,538",846,341,"1,000",599,587,397,285,201
2017,성동구,마장동,"3,282","11,918","4,034","2,986",984,"7,754","2,502","1,081",508,97,40
2017,성동구,사근동,"1,106","11,748","5,817","1,049",432,"8,440","4,024","2,191","1,313",68,48
2017,성동구,행당1동,"1,459","9,210","4,728","1,313",601,"6,125","3,087","1,654",981,118,59
2017,성동구,행당2동,592,"2,046","1,182",611,293,"1,201",731,219,144,15,14
2017,성동구,응봉동,379,"1,053",546,387,150,548,331,85,48,33,17
2017,성동구,금호1가동,506,"1,701",919,534,226,827,474,302,192,38,27
2017,성동구,금호4가동,635,"1,894","1,018",699,326,927,541,225,124,43,27
2017,성동구,성수1가1동,"1,601","8,806","3,543","1,281",421,"6,386","2,629",833,427,306,66
2017,성동구,성수1가2동,"2,346","17,723","6,912","1,702",629,"14,552","5,687",971,493,498,103
2017,성동구,성수2가1동,"2,605","18,333","6,624","2,236",826,"14,518","5,135",924,446,655,217
2017,성동구,성수2가3동,"5,203","47,180","17,221","3,483","1,073","38,463","14,371","3,440","1,263","1,794",514
2017,성동구,송정동,692,"2,393",991,652,202,"1,538",716,183,69,20,4
2017,성동구,용답동,"2,089","13,476","4,405","1,928",728,"9,956","2,995",746,368,846,314
2017,성동구,왕십리도선동,"2,079","11,017","5,943","2,145","1,005","5,924","2,889","1,723",972,"1,225","1,077"
2017,성동구,금호2.3가동,"1,034","2,867","1,617","1,142",565,"1,199",762,472,244,54,46
2017,성동구,옥수동,867,"3,225","1,773",808,411,"1,837","1,044",549,289,31,29
2017,광진구,소계,"24,688","125,170","56,133","24,460","10,388","69,011","31,720","25,110","10,415","6,589","3,610"
2017,광진구,화양동,"2,437","15,265","7,427","2,581","1,094","8,494","3,934","3,925","2,255",265,144
2017,광진구,군자동,"1,580","9,700","4,556","1,550",644,"5,810","2,466","2,032","1,250",308,196
2017,광진구,중곡1동,"1,612","6,629","2,852","1,696",689,"3,921","1,642",734,334,278,187
2017,광진구,중곡2동,"1,622","6,496","3,207","1,581",676,"3,684","1,903",963,426,268,202
2017,광진구,중곡3동,"1,330","5,380","2,419","1,510",642,"2,224","1,143","1,367",571,279,63
2017,광진구,중곡4동,"1,563","4,891","2,302","1,804",750,"2,341","1,134",626,345,120,73
2017,광진구,능동,783,"5,705","3,151",648,284,"2,896","1,430",907,539,"1,254",898
2017,광진구,구의1동,"1,846","7,159","3,146","1,820",816,"3,496","1,578","1,296",560,547,192
2017,광진구,구의2동,"1,297","5,167","2,347","1,264",520,"2,942","1,365",609,320,352,142
2017,광진구,구의3동,"2,652","14,918","6,176","2,279",944,"9,426","3,952","2,934","1,153",279,127
2017,광진구,광장동,"1,419","16,535","5,814","1,142",522,"7,659","3,695","5,811",718,"1,923",879
2017,광진구,자양1동,"1,711","8,543","3,741","1,771",786,"5,627","2,442",905,344,240,169
2017,광진구,자양2동,"1,487","6,271","2,741","1,450",549,"3,936","1,742",690,282,195,168
2017,광진구,자양3동,"1,353","6,183","3,362","1,197",522,"3,603","1,995","1,258",762,125,83
2017,광진구,자양4동,"1,996","6,328","2,892","2,167",950,"2,952","1,299","1,053",556,156,87
2017,동대문구,소계,"32,411","142,842","66,784","34,022","13,601","82,330","38,307","19,580","10,421","6,910","4,455"
2017,동대문구,회기동,997,"8,922","4,855","1,098",492,"6,856","3,692",916,636,52,35
2017,동대문구,휘경1동,977,"3,825","1,924","1,054",457,"1,909",898,632,353,230,216
2017,동대문구,휘경2동,"1,210","5,204","2,655","1,214",327,"3,457","2,002",490,305,43,21
2017,동대문구,청량리동,"1,679","8,818","4,020","1,805",766,"5,592","2,529",800,373,621,352
2017,동대문구,용신동,"5,640","33,713","15,511","5,682","2,185","21,329","9,397","4,716","2,428","1,986","1,501"
2017,동대문구,제기동,"4,750","12,275","5,415","5,764","2,577","5,387","2,216",837,468,287,154
2017,동대문구,전농1동,"2,199","8,492","4,081","2,333","1,046","4,132","1,944","1,715",968,312,123
2017,동대문구,전농2동,894,"5,038","2,378",871,365,"3,093","1,517",459,261,615,235
2017,동대문구,답십리1동,"1,961","7,131","3,304","1,960",658,"3,818","1,879",670,368,683,399
2017,동대문구,답십리2동,"2,186","7,251","2,864","2,168",737,"3,740","1,491","1,009",411,334,225
2017,동대문구,장안1동,"4,572","21,603","9,388","4,340","1,571","12,926","5,727","3,169","1,306","1,168",784
2017,동대문구,장안2동,"3,164","11,590","6,260","3,297","1,379","5,868","3,217","2,033","1,369",392,295
2017,동대문구,이문1동,"1,477","6,698","3,182","1,669",725,"2,946","1,309","1,933","1,052",150,96
2017,동대문구,이문2동,705,"2,282",947,767,316,"1,277",489,201,123,37,19
2017,중랑구,소계,"28,045","102,758","49,521","30,843","12,077","49,397","24,230","17,055","10,162","5,463","3,052"
2017,중랑구,면목2동,"2,035","6,440","3,076","2,409",952,"2,591","1,251","1,367",833,73,40
2017,중랑구,면목4동,"1,166","3,785","1,729","1,295",527,"1,684",697,631,378,175,127
2017,중랑구,면목5동,850,"2,865","1,185","1,016",383,"1,267",448,523,332,59,22
2017,중랑구,면목7동,"1,485","4,426","2,342","1,909",864,"1,732",949,723,482,62,47
2017,중랑구,상봉1동,"1,148","6,397","2,988","1,080",411,"3,641","1,561",681,450,995,566
2017,중랑구,상봉2동,"2,102","9,120","4,236","2,210",989,"4,943","2,136","1,273",739,694,372
2017,중랑구,중화1동,"1,096","3,929","2,284","1,165",465,"1,898","1,236",479,302,387,281
2017,중랑구,중화2동,"2,175","7,441","3,265","2,456","1,035","3,206","1,473","1,267",659,512,98
2017,중랑구,묵1동,"1,513","5,749","3,017","1,513",598,"2,680","1,464","1,244",719,312,236
2017,중랑구,묵2동,"1,780","4,949","2,369","1,875",638,"1,977",984,844,545,253,202
2017,중랑구,망우3동,"1,115","3,914","2,034","1,253",478,"1,825","1,000",729,494,107,62
2017,중랑구,신내1동,"1,998","10,597","4,486","2,003",680,"7,222","3,147","1,140",544,232,115
2017,중랑구,신내2동,"1,115","5,966","3,125","1,067",443,"3,617","1,890",680,441,602,351
2017,중랑구,면목본동,"2,511","7,756","4,133","3,102","1,367","2,283","1,431","2,133","1,211",238,124
2017,중랑구,면목3.8동,"2,100","7,089","3,576","2,461","1,040","2,808","1,492","1,588",947,232,97
2017,중랑구,망우본동,"3,856","12,335","5,676","4,029","1,207","6,023","3,071","1,753","1,086",530,312
2017,성북구,소계,"24,039","108,991","55,757","25,493","10,891","62,390","32,242","18,056","10,554","3,052","2,070"
2017,성북구,돈암1동,389,"1,802",842,386,154,846,547,485,94,85,47
2017,성북구,돈암2동,433,"2,294","1,480",429,211,"1,659","1,123",193,137,13,9
2017,성북구,안암동,"1,456","12,813","7,388","1,336",517,"9,981","5,976","1,387",830,109,65
2017,성북구,보문동,"1,330","5,229","2,453","1,492",588,"2,853","1,307",639,398,245,160
2017,성북구,정릉1동,753,"2,064","1,083",816,344,849,533,358,191,41,15
2017,성북구,정릉2동,887,"2,819","1,361",952,356,"1,397",750,344,205,126,50
2017,성북구,정릉3동,677,"4,302","1,947",663,271,"2,571","1,105","1,012",534,56,37
2017,성북구,정릉4동,921,"4,242","1,773",977,390,"2,824","1,079",265,182,176,122
2017,성북구,길음1동,"1,092","3,950","2,452","1,172",577,"2,202","1,458",452,318,124,99
2017,성북구,길음2동,935,"4,269","2,601",868,418,"2,591","1,553",461,351,349,279
2017,성북구,월곡1동,"1,351","5,039","2,540","1,410",582,"2,749","1,412",732,455,148,91
2017,성북구,월곡2동,"1,589","7,619","3,393","1,731",735,"4,367","1,806","1,501",845,20,7
2017,성북구,장위1동,928,"2,339","1,262","1,000",383,841,542,443,302,55,35
2017,성북구,장위2동,"1,478","4,599","2,316","1,786",761,"1,713",768,"1,051",754,49,33
2017,성북구,장위3동,628,"2,722","1,244",707,247,"1,454",631,432,294,129,72
2017,성북구,성북동,"1,132","5,170","2,609",987,468,"3,251","1,566",793,503,139,72
2017,성북구,삼선동,"1,906","10,312","5,370","1,993",925,"6,570","3,393","1,376",783,373,269
2017,성북구,동선동,"1,995","9,940","5,454","2,079",956,"5,087","2,844","2,370","1,344",404,310
2017,성북구,종암동,"2,022","7,350","3,735","2,267","1,001","3,569","1,874","1,346",769,168,91
2017,성북구,석관동,"2,137","10,117","4,454","2,442","1,007","5,016","1,975","2,416","1,265",243,207
2017,강북구,소계,"18,928","71,752","38,330","20,313","8,526","34,995","18,509","11,448","7,282","4,996","4,013"
2017,강북구,번1동,"1,836","9,166","5,290","1,810",795,"3,891","1,970","1,677","1,040","1,788","1,485"
2017,강북구,번2동,678,"3,442","1,288",662,202,"2,364",812,332,200,84,74
2017,강북구,번3동,912,"2,959","1,284",891,258,"1,526",743,371,231,171,52
2017,강북구,수유1동,"1,432","5,090","2,710","1,633",749,"2,673","1,433",555,360,229,168
2017,강북구,수유2동,"1,339","4,179","2,326","1,458",608,"1,897","1,176",595,340,229,202
2017,강북구,수유3동,"2,446","9,009","5,094","2,650","1,206","3,608","1,924","1,768","1,137",983,827
2017,강북구,삼양동,"1,186","3,743","2,187","1,273",534,"1,605","1,003",781,596,84,54
2017,강북구,미아동,"1,670","6,501","3,679","1,823",786,"3,034","1,770","1,136",657,508,466
2017,강북구,송중동,"1,962","8,026","4,608","2,033",856,"4,077","2,471","1,621","1,041",295,240
2017,강북구,송천동,"2,106","7,440","3,973","2,335",990,"3,520","1,904","1,168",769,417,310
2017,강북구,삼각산동,775,"2,337","1,407",814,357,"1,311",921,199,119,13,10
2017,강북구,우이동,"1,029","4,271","1,656","1,230",524,"2,442",743,528,370,71,19
2017,강북구,인수동,"1,557","5,589","2,828","1,701",661,"3,047","1,639",717,422,124,106
2017,도봉구,소계,"18,351","70,503","34,418","19,582","7,824","38,535","19,322","9,162","5,326","3,224","1,946"
2017,도봉구,쌍문1동,890,"3,852","2,142",904,349,"2,319","1,411",505,305,124,77
2017,도봉구,쌍문2동,"1,242","5,053","2,611","1,282",552,"2,827","1,453",664,391,280,215
2017,도봉구,쌍문3동,971,"4,015","2,019","1,038",416,"2,265","1,226",602,329,110,48
2017,도봉구,쌍문4동,616,"2,003","1,083",638,284,"1,209",715,155,84,1,-
2017,도봉구,방학1동,"2,266","10,787","5,095","2,529","1,160","6,572","2,831","1,441",910,245,194
2017,도봉구,방학2동,"1,207","3,264","1,832","1,530",677,"1,151",743,562,399,21,13
2017,도봉구,방학3동,872,"3,242","1,607",877,312,"1,788","1,044",379,235,198,16
2017,도봉구,창1동,"1,413","4,207","2,092","1,463",502,"1,973","1,158",551,291,220,141
2017,도봉구,창2동,"1,356","4,348","2,043","1,536",631,"1,971","1,048",496,289,345,75
2017,도봉구,창3동,929,"2,199","1,204","1,058",429,831,576,240,133,70,66
2017,도봉구,창4동,"1,277","7,384","3,584","1,194",488,"3,973","1,824","1,435",734,782,538
2017,도봉구,창5동,"2,133","7,148","3,395","2,111",600,"4,018","2,104",572,337,447,354
2017,도봉구,도봉1동,"1,714","6,135","2,592","1,955",843,"3,275","1,232",777,419,128,98
2017,도봉구,도봉2동,"1,465","6,866","3,119","1,467",581,"4,363","1,957",783,470,253,111
2017,노원구,소계,"26,516","117,859","62,097","26,647","10,771","67,372","35,638","16,650","10,257","7,190","5,431"
2017,노원구,월계1동,"1,488","6,121","2,581","1,585",637,"2,652","1,014","1,784",859,100,71
2017,노원구,월계2동,944,"3,464","1,507",958,288,"2,263","1,048",239,169,4,2
2017,노원구,월계3동,963,"3,943","1,968",965,355,"2,431","1,202",303,231,244,180
2017,노원구,공릉2동,"1,834","11,823","5,779","1,763",682,"7,856","3,827","2,173","1,250",31,20
2017,노원구,하계1동,"1,103","7,546","3,826",997,445,"5,405","2,607",898,577,246,197
2017,노원구,하계2동,395,"1,307",759,435,160,690,471,160,115,22,13
2017,노원구,중계본동,"1,198","5,494","2,701","1,174",510,"2,988","1,410",715,420,617,361
2017,노원구,중계1동,"1,000","4,392","2,504","1,004",460,"2,187","1,316",680,421,521,307
2017,노원구,중계4동,"1,049","3,975","2,317","1,131",499,"1,976","1,139",665,490,203,189
2017,노원구,상계1동,"3,114","10,558","4,617","3,099",842,"5,795","2,625",992,586,672,564
2017,노원구,상계2동,"2,614","10,662","6,514","2,676","1,296","5,212","3,382","2,392","1,549",382,287
2017,노원구,상계5동,"1,605","4,600","2,352","1,714",738,"2,225","1,269",572,310,89,35
2017,노원구,상계8동,595,"2,017","1,267",646,267,"1,124",842,209,140,38,18
2017,노원구,상계9동,713,"2,488","1,418",734,306,"1,321",818,329,226,104,68
2017,노원구,상계10동,455,"2,203",993,435,159,"1,486",628,124,85,158,121
